ref_id,classification,filename,authors,year,title,journal_or_conference,volume,issue,pages,doi,url,publisher,document_type,topic,relevance_to_current_article,claims_supported,primary_source_verified,doi_verified,ieee_reference,notes
R46,REMOVE,pnas.202416708.pdf,"Robert Kuan, Kristin Blagg, Benjamin L. Castleman, Rajeev Darolia, Jordan D. Matsudaira, Katherine L. Milkman, Lesley J. Turner",2025,Behavioral nudges prevent loan delinquencies at scale: A 13-million-person field experiment,PNAS,122,4,e2416708122,10.1073/pnas.2416708122,,—,journal_article,DUPLICADO de R40 (Kuan et al. PNAS),"Large-scale RCT with the US Department of Education: behaviorally-informed emails cut estimated 60-day delinquencies by 0.42 pp, follow-up reminders add 0.57 pp, percentage framing and two-action emails outperform. Core evidence that scaled behavioral messaging changes repayment outcomes - an anchor for claims about effective mass outreach in debt-collection contexts.",,YES,YES (mismo DOI que R40),,"DUPLICADO EXACTO de R40 (mismo título, mismos autores, mismo DOI 10.1073/pnas.2416708122). El archivo pnas.202416708.pdf es la misma publicación descargada desde PNAS (nº manuscrito 2024-16708). Citar solo R40. | DUPLICATE of idx 40 (kuan-et-al-2025-behavioral-nudges-prevent-loan-delinquencies-at-scale-a-13-million-person-field-experiment.pdf): page 1 title confirms the identical article; same DOI 10.1073/pnas.2416708122 (validated once here). | Filename derives from the PNAS manuscript number 2024-16708; the printed article number is e2416708122. | Crossref issue 4; page blank (e-location style)."
R47,CORE,rfag015.pdf,"Giorgia Barboni, Juan Camilo Cárdenas, Nicolás de Roux",2026,Behavioral messages and debt repayment,Review of Finance,,,1-32,10.1093/rof/rfag015 | 10.1093/rof/rfag015/8661468,https://doi.org/10.1093/rof/rfag015,Oxford University Press,journal_article,Mensajes conductuales y repago de deudas (Colombia),"RCT on 7,063 late-paying clients of a large Colombian bank: behavioral text messages decrease lateness by about 4 percent, effects strongest and most persistent with social-norm messages; ML analysis shows effects concentrate among higher-credit-score borrowers with unsecured loans. Direct behavioral evidence for message-strategy claims in debt collection.",C-29,YES,YES,"G. Barboni, J. C. Cárdenas, and N. de Roux, “Behavioral messages and debt repayment,” Review of Finance, pp. 1–32, Apr. 2026, doi: 10.1093/rof/rfag015.","DOI correcto: 10.1093/rof/rfag015 (la cola /8661468 impresa es un fragmento de URL de OUP, no parte del DOI). Advance article: volumen aún “00”. Experimentos en Colombia — contexto latinoamericano directamente relevante. | The PDF header/footer prints the DOI as 10.1093/rof/rfag015/8661468 (OUP advance-article URL) - the /8661468 tail is a URL fragment, NOT part of the DOI; the real DOI is 10.1093/rof/rfag015 (validated via Crossref). | Advance-article citation prints the volume as 00 (placeholder) and pages 1-32; Crossref has no volume/issue/page yet. | Published April 22, 2026; (c) The Author(s) 2026; on behalf of the European Finance Association."
R48,BACKGROUND,s10257-023-00640-4.pdf,"Miguel Alves Gomes, Tobias Meisen",2023,A review on customer segmentation methods for personalized customer targeting in e-commerce use cases,Information Systems and e-Business Management,21,,527-570,10.1007/s10257-023-00640-4,https://doi.org/10.1007/s10257-023-00640-4,Springer,journal_article,"Segmentación de clientes, e-commerce",Review of segmentation methods (105 publications 2000-2022) for personalized e-commerce targeting. Only tangential background for personalization of customer communication; no debt-collection or fairness content.,C-29 (apoyo débil),YES,YES,"M. A. Gomes and T. Meisen, “A review on customer segmentation methods for personalized customer targeting in e-commerce use cases,” Information Systems and e-Business Management, vol. 21, pp. 527–570, 2023, doi: 10.1007/s10257-023-00640-4.",
R49,SUPPORTING,s10462-024-10854-8.pdf,"Jurgita Černevičienė, Audrius Kabašinskas",2024,Explainable artificial intelligence (XAI) in finance: a systematic literature review,Artificial Intelligence Review,57,,216,10.1007/s10462-024-10854-8,https://doi.org/10.1007/s10462-024-10854-8,Springer,journal_article,"XAI en finanzas, revisión sistemática — ref [8]","SLR of XAI in finance (138 articles, 2005-2022; credit management is the most frequent AI task using XAI). Supports claims about explainability and auditability needs of AI credit and collection decisions, and about the XAI method landscape. This is manuscript ref [8].",C-10,YES,YES,"J. Černevičienė and A. Kabašinskas, “Explainable artificial intelligence (XAI) in finance: a systematic literature review,” Artificial Intelligence Review, vol. 57, no. 8, Art. no. 216, Aug. 2024, doi: 10.1007/s10462-024-10854-8.","Springer article-number citation (2024) 57:216 - no page range printed; PDF is 45 pages (page 2 of 45). | Authors at Kaunas University of Technology, Lithuania (affiliation printed)."
R50,BACKGROUND,s10462-025-11422-4.pdf,"Mohamad Abou Ali, Fadi Dornaika, Jinan Charafeddine",2026,"Agentic AI: a comprehensive survey of architectures, applications, and future directions",Artificial Intelligence Review,59,,11,10.1007/s10462-025-11422-4,https://doi.org/10.1007/s10462-025-11422-4,Springer,journal_article,"IA agéntica, arquitecturas y aplicaciones","PRISMA-based survey of agentic AI (90 studies 2018-2025) with a symbolic/neural paradigm split, finance as a neural-dominant domain, and governance gaps. Background only: no fairness auditing, LLM-as-judge or debt-collection content.",C-13,YES,YES,"M. Abou Ali, F. Dornaika, and J. Charafeddine, “Agentic AI: a comprehensive survey of architectures, applications, and future directions,” Artificial Intelligence Review, vol. 59, Art. no. 11, 2026, doi: 10.1007/s10462-025-11422-4.","Online-first 14 nov 2025 (© 2025); volumen 59 corresponde a 2026. | Prior inventory failed to extract title/authors (only the dates line). Real title and authors recovered from PDF page 1: Agentic AI: a comprehensive survey of architectures, applications, and future directions, by Mohamad Abou Ali, Fadi Dornaika, Jinan Charafeddine. | PDF citation header prints (2026) 59:11 while Crossref issued year is 2025 (published online 14 November 2025, (c) 2025) - online-first versus volume-year mismatch. | Article number 11; no page range (Crossref page blank)."
R51,CORE,s40537-025-01252-0.pdf,"Michał Przybyłek, Adam Przybyłek, Konrad Wojciechowski, Illia Shkroba",2025,Towards a smart debt collection system: a Design Science Research approach,Journal of Big Data,12,,193,10.1186/s40537-025-01252-0,https://doi.org/10.1186/s40537-025-01252-0,SpringerOpen,journal_article,"Sistema inteligente de cobranza, Design Science Research — ref [5]","Design and field testing of a Smart Debt Collection System (SDCS) that automates collection decisions - factorization (Markov process), optimization (deep neural network) and process specification (DSL) - with a major financial institution. Direct industry-context evidence for AI-driven debt-collection claims. This is manuscript ref [5].",C-04; C-05; C-27; C-29,YES,YES,"M. Przybyłek, A. Przybyłek, K. Wojciechowski, and I. Shkroba, “Towards a smart debt collection system: a Design Science Research approach,” Journal of Big Data, vol. 12, Art. no. 193, 2025, doi: 10.1186/s40537-025-01252-0.","FECHA CORRECTA: publicado 2025-07-30 (Crossref). El manuscrito dice “dic. 2025” — corregir a jul. 2025 (OI-02). DIRECT para C-04 (“manual, expert-based approaches… labor-intensive”); en C-07 se clasificó NO_SUPPORT (no estudia amplificación de sesgo). | Crossref issued date exactly: 2025-07-30 (journal header year 2025; article 193 of volume 12; PDF 31 pages). | Issue number not printed in the PDF (Crossref issue 1)."
R52,BACKGROUND,s40854-023-00558-3.pdf,"João B. G. Brito, Guilherme B. Bucco, Rodrigo Heldt, João L. Becker, Cleo S. Silveira, Fernando B. Luce, Michel J. Anzanello",2024,A framework to improve churn prediction performance in retail banking,Financial Innovation,10,,17,10.1186/s40854-023-00558-3,https://doi.org/10.1186/s40854-023-00558-3,SpringerOpen,journal_article,Churn prediction en banca retail,"Churn-prediction framework (feature engineering with RFM, ADASYN oversampling, NEASMISS undersampling) validated on 3M+ customers of a retail bank. Marginal background for customer-risk ML in banking; no LLM, fairness or debt-collection content.",C-03; C-29 (apoyo débil),YES,YES,"J. B. G. Brito, G. B. Bucco, R. Heldt, J. L. Becker, C. S. Silveira, F. B. Luce, and M. J. Anzanello, “A framework to improve churn prediction performance in retail banking,” Financial Innovation, vol. 10, Art. no. 17, 2024, doi: 10.1186/s40854-023-00558-3.","Task hint listed authors Brito, Coelho, Oliveira - MISMATCH: the printed PDF and Crossref both give Brito, Bucco, Heldt, Becker, Silveira, Luce and Anzanello (7 authors). | DOI-year prefix 2023 but published as Financial Innovation 10:17 (2024), (c) 2024 The Author(s); Crossref issued 2024. | Article 17 of volume 10; no page range (Crossref page blank)."
R53,BACKGROUND,s40854-024-00668-6.pdf,"Gang Kou, Yang Lu",2025,FinTech: a literature review of emerging financial technologies and applications,Financial Innovation,11,,1,10.1186/s40854-024-00668-6,https://doi.org/10.1186/s40854-024-00668-6,SpringerOpen,journal_article,"FinTech, revisión de literatura","Review of emerging financial technologies (AI, ML, blockchain, AR/VR, quantum) and their applications. General background on the FinTech / AI-in-finance landscape; no debt-collection, LLM-audit or fairness content.",C-05,YES,YES,"G. Kou and Y. Lu, “FinTech: a literature review of emerging financial technologies and applications,” Financial Innovation, vol. 11, Art. no. 1, 2025, doi: 10.1186/s40854-024-00668-6.",Autores reales: Kou y Lu (2; el inventario previo asumía más). | Task hint said Kou et al. - the printed PDF and Crossref author list contain only Gang Kou and Yang Lu (2 authors). | DOI-year prefix 2024 but the journal header prints (2025) 11:1 and Crossref issued 2025. | Article 1 of volume 11; no page range (Crossref page blank).
R54,SUPPORTING,s41598-023-30938-9.pdf,"Jess Hohenstein, Rene F. Kizilcec, Dominic DiFranzo, Zhila Aghajari, Hannah Mieczkowski, Karen Levy, Mor Naaman, Jeffrey Hancock, Malte F. Jung",2023,Artificial intelligence in communication impacts language and social relationships,Scientific Reports,13,,5487,10.1038/s41598-023-30938-9,https://doi.org/10.1038/s41598-023-30938-9,Nature Portfolio (Springer Nature),journal_article,"IA en comunicación, efectos en lenguaje y relaciones sociales","Two randomized experiments (219 pairs): algorithmic smart-reply suggestions change language (faster, more positive) and make partners seem closer and more cooperative, yet being suspected of AI use worsens evaluations. Supports claims about how LLM-generated communication alters interaction, perception and trust in message-based contexts.",C-07; C-09; C-23; C-24,YES,YES,"J. Hohenstein et al., “Artificial intelligence in communication impacts language and social relationships,” Scientific Reports, vol. 13, Art. no. 5487, 2023, doi: 10.1038/s41598-023-30938-9.",
R55,CORE,s41598-024-53755-0.pdf,"S. C. Matz, J. D. Teeny, S. S. Vaid, H. Peters, G. M. Harari, M. Cerf",2024,The potential of generative AI for personalized persuasion at scale,Scientific Reports,14,,4692,10.1038/s41598-024-53755-0,https://doi.org/10.1038/s41598-024-53755-0,Nature Portfolio (Springer Nature),journal_article,Persuasión personalizada con IA generativa a escala,"Four studies (seven sub-studies, N=1,788): ChatGPT-crafted messages matched to the recipient psychological profile persuade significantly more than non-personalized messages. Core empirical support for claims that LLMs make personalized persuasion scalable - the manipulative-influence risk central to auditing persuasive LLM communication.",C-07; C-09; C-19; C-20; C-26,YES,YES,"S. C. Matz et al., “The potential of generative AI for personalized persuasion at scale,” Scientific Reports, vol. 14, Art. no. 4692, 2024, doi: 10.1038/s41598-024-53755-0.",
R56,SUPPORTING,s41599-024-03879-5.pdf,"Chenyu Gu, Yu Zhang, Linhao Zeng",2024,Exploring the mechanism of sustained consumer trust in AI chatbots after service failures: a perspective based on attribution and CASA theories,Humanities and Social Sciences Communications,11,,1400,10.1057/s41599-024-03879-5,https://doi.org/10.1057/s41599-024-03879-5,Springer Nature,journal_article,Confianza sostenida en chatbots tras fallos de servicio (CASA),"Survey-based model (462 responses): perceived anthropomorphic characteristics, empathic abilities and interaction quality sustain consumer trust in AI customer-service chatbots after failures, mediated by failure attributions; AI anxiety moderates. Supports claims about trust, anthropomorphism and failure handling in AI chatbot customer communication.",C-05,YES,YES,"C. Gu, Y. Zhang, and L. Zeng, “Exploring the mechanism of sustained consumer trust in AI chatbots after service failures: a perspective based on attribution and CASA theories,” Humanities and Social Sciences Communications, vol. 11, Art. no. 1400, 2024, doi: 10.1057/s41599-024-03879-5.",
R57,SUPPORTING,s41599-024-04044-8.pdf,"Saleh Afroogh, Ali Akbari, Emmie Malone, Mohammadali Kargar, Hananeh Alambeigi",2024,"Trust in AI: progress, challenges, and future directions",HUMANITIES AND SOCIAL SCIENCES COMMUNICATIONS,11,,1568 (article number; printed as '11:1568'),10.1057/s41599-024-04044-8,https://doi.org/10.1057/s41599-024-04044-8,Springer Nature,journal_article,Confianza en IA — ref [9],"Background for trust/trustworthiness of AI: taxonomy of technical (safety, accuracy, robustness) and non-technical axiological metrics, trust-breakers/makers and human oversight; can support claims on why user trust matters for deploying LLM-based customer/debtor-facing systems.",C-06,YES,YES,"S. Afroogh, A. Akbari, E. Malone, M. Kargar, and H. Alambeigi, “Trust in AI: progress, challenges, and future directions,” Humanities and Social Sciences Communications, vol. 11, Art. no. 1568, 2024, doi: 10.1057/s41599-024-04044-8.",NOMBRE DE REVISTA: el manuscrito cita “Springer Nature” — Springer Nature es la EDITORIAL; la revista es Humanities and Social Sciences Communications (OI-03). PARTIAL para C-07/C-09: discute sesgo en IA citando a Mehrabi et al. (2021) y casos ajenos a cobranza; no estudia sesgo por nombre/proxy. | Manuscript reportedly cites the journal as 'Springer Nature' - that is the PUBLISHER; real journal printed and Crossref-confirmed is 'Humanities and Social Sciences Communications' (Springer Nature journal). Fix the reference container name.
R58,CORE,s41599-025-04850-8.pdf,"Darko B. Vukovic, Senanu Dekpo-Adza, Stefana Matovic",2025,AI integration in financial services: a systematic review of trends and regulatory challenges,HUMANITIES AND SOCIAL SCIENCES COMMUNICATIONS,12,,562 (article number; printed as '12:562'),10.1057/s41599-025-04850-8,https://doi.org/10.1057/s41599-025-04850-8,Springer Nature,journal_article,"IA en servicios financieros, regulación — ref [13]","Background/context for AI-in-finance claims: applications (credit scoring, fraud, robo-advice, chatbots), regulatory and ethical challenges, XAI/governance and algorithmic-bias/fairness gaps in financial services where LLM debt-collection systems operate.",C-06; C-08; C-11,YES,YES,"D. B. Vuković, S. Dekpo-Adza, and S. Matović, “AI integration in financial services: a systematic review of trends and regulatory challenges,” Humanities and Social Sciences Communications, vol. 12, Art. no. 562, 2025, doi: 10.1057/s41599-025-04850-8.",NOMBRE DE REVISTA: citar Humanities and Social Sciences Communications (no “Springer Nature”) (OI-03). | Manuscript reportedly cites the journal as 'Springer Nature' - that is the PUBLISHER; real journal printed and Crossref-confirmed is 'Humanities and Social Sciences Communications'. Fix the reference container name.
R59,BACKGROUND,s41746-023-00979-5.pdf,"Han Li, Renwen Zhang, Yi-Chieh Lee, Robert E. Kraut, David C. Mohr",2023,Systematic review and meta-analysis of AI-based conversational agents for promoting mental health and well-being,npj Digital Medicine,6,,236 (article number; printed as '6:236'),10.1038/s41746-023-00979-5,https://doi.org/10.1038/s41746-023-00979-5,Nature Portfolio,journal_article,Agentes conversacionales IA para salud mental (meta-análisis),"Evidence base on effectiveness of AI-based conversational agents (35 studies/15 RCTs; depression/distress effect sizes, user-experience drivers): only relevant if the manuscript makes claims about measurable outcomes or safe integration of generative/LLM conversational agents; domain is mental health, not debt.",C-05 (evidencia transferible),YES,YES,"H. Li, R. Zhang, Y.-C. Lee, R. E. Kraut, and D. C. Mohr, “Systematic review and meta-analysis of AI-based conversational agents for promoting mental health and well-being,” npj Digital Medicine, vol. 6, Art. no. 236, 2023, doi: 10.1038/s41746-023-00979-5.",
R60,BACKGROUND,s43039-023-00077-0.pdf,"Annye Braca, Pierpaolo Dondio",2023,"Developing persuasive systems for marketing: the interplay of persuasion techniques, customer traits and persuasive message design",Italian Journal of Marketing,2023,,369-412,10.1007/s43039-023-00077-0,https://doi.org/10.1007/s43039-023-00077-0,Springer,journal_article,"Persuasión, sistemas persuasivos en marketing","Taxonomy of persuasion techniques and use of customer attitudes/traits in predictive models: background for claims on persuasive message design and manipulation/ethics risks in automated customer communications (e.g., debt-collection messaging design).",C-20 (contexto),YES,YES,"A. Braca and P. Dondio, “Developing persuasive systems for marketing: the interplay of persuasion techniques, customer traits and persuasive message design,” Italian Journal of Marketing, vol. 2023, pp. 369–412, 2023, doi: 10.1007/s43039-023-00077-0.",
R61,BACKGROUND,s43621-025-00807-8.pdf,"Ruchika Bhuria, Sheifali Gupta, Upinder Kaur, Salil Bharany, Ateeq Ur Rehman, Seada Hussen, Ghanshyam G. Tejani, Pradeep Jangir",2025,Ensemble-based customer churn prediction in banking: a voting classifier approach for improved client retention using demographic and behavioral data,Discover Sustainability,6,,28 (article number; printed as '6:28'),10.1007/s43621-025-00807-8,https://doi.org/10.1007/s43621-025-00807-8,Springer,journal_article,"Churn bancario, ensamble de clasificadores","Example that banks deploy ML ensembles on demographic+behavioral customer data for retention decisions: only generic background for claims that ML runs on customer financial data; no fairness analysis, no debt collection, no LLM content.",C-03 (apoyo débil),YES,YES,"R. Bhuria et al., “Ensemble-based customer churn prediction in banking: a voting classifier approach for improved client retention using demographic and behavioral data,” Discover Sustainability, vol. 6, Art. no. 28, 2025, doi: 10.1007/s43621-025-00807-8.",
R62,SUPPORTING,s44163-023-00065-5.pdf,"Peter Adebowale Olujimi, Abejide Ade-Ibijola",2023,NLP techniques for automating responses to customer queries: a systematic review,Discover Artificial Intelligence,3,,20 (article number; printed as '3:20'),10.1007/s44163-023-00065-5,https://doi.org/10.1007/s44163-023-00065-5,Springer,journal_article,NLP para respuestas automáticas a consultas de clientes,"Systematic review of NLP techniques for automated customer-query responses across sectors incl. banking: background for claims about conversational AI/NLP automation in customer service, a deployment context shared with LLM-based collections contact.",C-05,YES,YES,"P. A. Olujimi and A. Ade-Ibijola, “NLP techniques for automating responses to customer queries: a systematic review,” Discover Artificial Intelligence, vol. 3, Art. no. 20, 2023, doi: 10.1007/s44163-023-00065-5.",
R63,SUPPORTING,sakaguchi-et-al-2022-default-effects-of-credit-card-minimum-payments.pdf,"Hiroaki Sakaguchi, Neil Stewart, John Gathergood, Paul Adams, Benedict Guttman-Kenney, Lucy Hayes, Stefan Hunt",2022,Default Effects of Credit Card Minimum Payments,Journal of Marketing Research,59,4,775-796,10.1177/00222437211070589,https://doi.org/10.1177/00222437211070589,SAGE,journal_article,Efectos de default en pagos mínimos de tarjetas de crédito,"Causal evidence (transaction data + online experiment) that credit-card minimum-payment defaults and prompts raise revolving debt and interest (about 8.4% of market interest): strong behavioral-economics background for claims about repayment nudges, defaults and consumer-inattention effects in debt contexts.",C-03; C-29,YES,YES,"H. Sakaguchi et al., “Default effects of credit card minimum payments,” Journal of Marketing Research, vol. 59, no. 4, pp. 775–796, Aug. 2022, doi: 10.1177/00222437211070589.","DOI appears in the PDF only as the online-supplement link and in the footer (same DOI); footer confirms 'Journal of Marketing Research 2022, Vol. 59(4) 775-796'."
R64,BACKGROUND,ScienceDirect_articles_27Jul2026_01-02-32.313/A-bibliometric-analysis-of-the-disposition-eff_2023_Journal-of-Behavioral-an.pdf,"Begoña Gutiérrez-Nieto, Cristina Ortiz, Luis Vicente",2023,A bibliometric analysis of the disposition effect: Origins and future research avenues,Journal of Behavioral and Experimental Finance,37,,100774 (article number),10.1016/j.jbef.2022.100774,https://doi.org/10.1016/j.jbef.2022.100774,Elsevier,journal_article,Efecto disposición (inversores) — bycatch de issue dump,"Behavioral-finance bibliometrics of the disposition effect (investors sell winners too soon / hold losers): at most generic background on a behavioral bias in financial decision-making; no debt-collection, LLM or fairness content. Looks like full-issue download bycatch - confirm the manuscript really cites it.",,YES,YES,"B. Gutiérrez-Nieto, C. Ortiz, and L. Vicente, “A bibliometric analysis of the disposition effect: Origins and future research avenues,” Journal of Behavioral and Experimental Finance, vol. 37, Art. no. 100774, 2023, doi: 10.1016/j.jbef.2022.100774.",Descarga accidental de número completo de JBEF 37; conexión tangencial. | Belongs to a whole-issue ScienceDirect dump (JBEF vol. 37); article is about the investor disposition effect - only tangentially related to a debt-collection/LLM-fairness manuscript.
R65,REMOVE,ScienceDirect_articles_27Jul2026_01-02-32.313/A-classical-model-of-speculative-asset_2023_Journal-of-Behavioral-and-Experi.pdf,"Sabiou M. Inoua, Vernon L. Smith",2023,A classical model of speculative asset price dynamics,Journal of Behavioral and Experimental Finance,37,,100780 (article number),10.1016/j.jbef.2022.100780,https://doi.org/10.1016/j.jbef.2022.100780,Elsevier,journal_article,Precios de activos especulativos (OFF_TOPIC),"OFF_TOPIC - theoretical/experimental model of speculative asset price dynamics (bubbles, fat tails, volatility clustering); unrelated to debt collection, consumer finance or LLM fairness. Issue-dump bycatch.",,YES,YES,,Bycatch del dump de JBEF; sin conexión con el tema. NO CITAR. | Whole-issue dump bycatch; no connection to the manuscript topic.
R66,REMOVE,ScienceDirect_articles_27Jul2026_01-02-32.313/A-systematic-literature-review-of-investor-be_2023_Journal-of-Behavioral-and.pdf,"José Almeida, Tiago Cruz Gonçalves",2023,A systematic literature review of investor behavior in the cryptocurrency markets,Journal of Behavioral and Experimental Finance,37,,100785 (article number),10.1016/j.jbef.2022.100785,https://doi.org/10.1016/j.jbef.2022.100785,Elsevier,journal_article,Comportamiento de inversores en cripto (OFF_TOPIC),"Systematic review of investor behavior in crypto markets (herding, sentiment, speculation): behavioral-finance background at most; no debt-collection, LLM or fairness content. Issue-dump bycatch unless explicitly cited.",,YES,YES,,Bycatch del dump de JBEF; conexión muy débil. NO CITAR (para Q1/Q2 no aporta). | Whole-issue dump bycatch; only weak topical connection to the manuscript.
R67,SUPPORTING,ScienceDirect_articles_27Jul2026_01-02-32.313/Buy-now--pay-later--BNPL-----on-your_2023_Journal-of-Behavioral-and-Experime.pdf,"Benedict Guttman-Kenney, Chris Firth, John Gathergood",2023,"Buy now, pay later (BNPL) ...on your credit card",Journal of Behavioral and Experimental Finance,37,,100788 (article number),10.1016/j.jbef.2023.100788,https://doi.org/10.1016/j.jbef.2023.100788,Elsevier,journal_article,"BNPL, crédito al consumo, tarjetas","Direct consumer-debt background: first economic evidence on BNPL (UK credit-card data) showing younger/deprived consumers refinance 0% BNPL onto ~20% APR cards - supports claims about consumer over-indebtedness, credit-market frictions and regulatory concerns in collections contexts.",C-03; C-29,YES,YES,"B. Guttman-Kenney, C. Firth, and J. Gathergood, “Buy now, pay later (BNPL) ... on your credit card,” Journal of Behavioral and Experimental Finance, vol. 37, Art. no. 100788, 2023, doi: 10.1016/j.jbef.2023.100788.",
R68,REMOVE,ScienceDirect_articles_27Jul2026_01-02-32.313/Conducting-interactive-experiments-_2023_Journal-of-Behavioral-and-Experimen.pdf,Philipp Chapkovski,2023,Conducting interactive experiments on Toloka,Journal of Behavioral and Experimental Finance,37,,100790 (article number),10.1016/j.jbef.2023.100790,https://doi.org/10.1016/j.jbef.2023.100790,Elsevier,journal_article,Plataforma Toloka para experimentos (OFF_TOPIC),"OFF_TOPIC - how to run real-time interactive experiments on the Toloka crowdsourcing platform; methodological paper with no debt-collection, behavioral-finance or LLM-fairness content. Issue-dump bycatch.",,YES,YES,,Bycatch del dump de JBEF. NO CITAR. | Whole-issue dump bycatch; unrelated to the manuscript.
R69,REMOVE,ScienceDirect_articles_27Jul2026_01-02-32.313/Editorial-Board_2023_Journal-of-Behavioral-and-Experimental-Finance.pdf,,,Editorial Board,Journal of Behavioral and Experimental Finance,,,,,,Elsevier,editorial_material,Página de comité editorial,Not citable - front-matter page listing Editors-in-Chief/Associate Editors/Editorial Board of Journal of Behavioral and Experimental Finance; remove from the catalog.,,YES,NOT_APPLICABLE,,"Material editorial (front matter). NO CITAR nunca. | Editorial board front matter (1 page, no article, no DOI); must not be cited."
R70,BACKGROUND,ScienceDirect_articles_27Jul2026_01-02-32.313/Experiments-in-finance--A-survey-of-hi_2023_Journal-of-Behavioral-and-Experi.pdf,"Christoph Huber, Michael Kirchler",2023,Experiments in finance: A survey of historical trends,Journal of Behavioral and Experimental Finance,37,,100737 (article number),10.1016/j.jbef.2022.100737,https://doi.org/10.1016/j.jbef.2022.100737,Elsevier,journal_article,"Experimentos en finanzas, tendencias históricas",Historical/methodological survey of experimental finance (growth of lab/field experiments in finance journals): only generic methodology background if the article discusses experimental methods in financial research; no debt-collection or LLM content.,C-19 (metodología experimental),YES,YES,"C. Huber and M. Kirchler, “Experiments in finance: A survey of historical trends,” Journal of Behavioral and Experimental Finance, vol. 37, Art. no. 100737, 2023, doi: 10.1016/j.jbef.2022.100737.",Whole-issue dump bycatch; only weak topical connection to the manuscript.
R71,REMOVE,ScienceDirect_articles_27Jul2026_01-02-32.313\Gender-differences-in-the-auditing-stereotype-and_2023_Journal-of-Behavioral.pdf,Josune Amondarain; M. Edurne Aldazabal; Marcela Espinosa-Pike,2023,Gender differences in the auditing stereotype and their influence on the intention to enter the profession,Journal of Behavioral and Experimental Finance,37,,100784,10.1016/j.jbef.2022.100784,https://doi.org/10.1016/j.jbef.2022.100784,Elsevier,journal_article,Diferencias de género en auditoría (OFF_TOPIC),OFF_TOPIC - gender differences in the auditing profession stereotype among Spanish business students; unrelated to fairness audits of LLMs in debt collection.,,YES,YES,,Bycatch del dump de JBEF. NO CITAR. | Issue not printed in PDF (Elsevier article-number format); Crossref issue also None.
R72,REMOVE,ScienceDirect_articles_27Jul2026_01-02-32.313\Is-sentiment-the-solution-to-the-risk-retur_2023_Journal-of-Behavioral-and-E.pdf,Sze Nie Ung; Bartosz Gebka; Robert D.J. Anderson,2023,Is sentiment the solution to the risk–return puzzle? A (cautionary) note,Journal of Behavioral and Experimental Finance,37,,100787,10.1016/j.jbef.2023.100787,https://doi.org/10.1016/j.jbef.2023.100787,Elsevier,journal_article,Sentimiento y riesgo-retorno (OFF_TOPIC),OFF_TOPIC - robustness of sentiment proxies for the equity risk-return puzzle; unrelated to fairness audits of LLMs in debt collection.,,YES,YES,,Bycatch del dump de JBEF. NO CITAR. | Issue not printed in PDF (Elsevier article-number format); Crossref issue also None.
R73,REMOVE,ScienceDirect_articles_27Jul2026_01-02-32.313\Leadership-in-a-pandemic--Do-more-able-manag_2023_Journal-of-Behavioral-and-.pdf,Hung T. Nguyen; Mia Hang Pham; Cameron Truong,2023,Leadership in a pandemic: Do more able managers keep firms out of trouble?,Journal of Behavioral and Experimental Finance,37,,100781,10.1016/j.jbef.2022.100781,https://doi.org/10.1016/j.jbef.2022.100781,Elsevier,journal_article,Liderazgo gerencial en pandemia (OFF_TOPIC),"OFF_TOPIC - managerial ability and corporate default risk/liquidity during COVID-19 in US listed firms; only tangentially about default risk, unrelated to fairness audits of LLMs in debt collection.",,YES,YES,,Bycatch del dump de JBEF. NO CITAR. | Issue not printed in PDF (Elsevier article-number format); Crossref issue also None.
R74,REMOVE,ScienceDirect_articles_27Jul2026_01-02-32.313\No-rose-without-a-thorn--Corporate-teamwork-cu_2023_Journal-of-Behavioral-an.pdf,Chenyong Liu; David Ryan; Guoyu Lin; Chunhao Xu,2023,No rose without a thorn: Corporate teamwork culture and financial statement misconduct,Journal of Behavioral and Experimental Finance,37,,100786,10.1016/j.jbef.2022.100786,https://doi.org/10.1016/j.jbef.2022.100786,Elsevier,journal_article,Cultura corporativa y fraude contable (OFF_TOPIC),OFF_TOPIC - corporate culture and financial statement misconduct/fraud; unrelated to fairness audits of LLMs in debt collection.,,YES,YES,,Bycatch del dump de JBEF. NO CITAR. | Issue not printed in PDF (Elsevier article-number format); Crossref issue also None.
R75,REMOVE,ScienceDirect_articles_27Jul2026_01-02-32.313\Zurich-Trading-Simulator--ZTS----A-dynamic-tr_2023_Journal-of-Behavioral-and.pdf,Sandra Andraszewicz; Jason Friedman; Dániel Kaszás; Christoph Hölscher,2023,Zurich Trading Simulator (ZTS) — A dynamic trading experimental tool for oTree,Journal of Behavioral and Experimental Finance,37,,100762,10.1016/j.jbef.2022.100762,https://doi.org/10.1016/j.jbef.2022.100762,Elsevier,journal_article,Simulador de trading ZTS (OFF_TOPIC),OFF_TOPIC - software tool for dynamic trading experiments in oTree; unrelated to fairness audits of LLMs in debt collection.,,YES,YES,,Bycatch del dump de JBEF. NO CITAR. | Issue not printed in PDF (Elsevier article-number format); Crossref issue also None.
